19661011	-3872	14612	345	354	-92	-590	140	14856	-1380	464	-100	-499
19673011	-3180	14884	837	1075	90	287	132	15092	-1524	1246	-142	251
19685011	-1792	15752	689	1930	-714	669	-216	15880	-1352	1928	-973	627
19697011	-1332	15972	41	2592	-485	743	380	15928	-1804	2565	-830	701
19709011	-1672	15948	-847	3031	-517	1030	1080	15888	-1996	2976	-859	1051
19721011	-2244	16180	-1751	3185	-184	1658	892	16280	-2676	3152	-506	1807
19733011	-2368	16168	-2587	3123	231	2540	700	16140	-2684	3193	-20	2453
19745011	-1604	16272	-2791	2998	592	3114	772	16348	-2940	3135	253	2943
19757011	-564	16696	-3155	2852	372	3236	556	16612	-2888	3012	164	2986
19769011	228	17176	-2795	2761	432	2964	1416	16944	-3020	2856	-17	2775
19781011	2112	17604	-2867	2814	-277	2583	1684	17424	-3016	2789	-547	2114
19793011	3752	18108	-3315	2622	-104	1344	2596	17628	-3228	2570	-461	935
19805011	4860	17948	-3975	2372	-633	-35	3360	17224	-3416	2124	-791	-171
19817011	3668	17492	-5343	1459	162	-1085	3272	16820	-3244	1268	98	-902
19829011	1204	16924	-5471	350	674	-1417	1984	16520	-3256	262	620	-1222
19841011	-1112	16524	-4531	-592	702	-1379	988	16408	-3028	-543	777	-997
19853011	-2264	16140	-3511	-1148	894	-808	72	16060	-2780	-967	1028	-654
19865011	-2248	15664	-2027	-1238	118	-381	148	15704	-2380	-1110	174	-290
19877011	-1888	15656	-799	-830	-602	84	1248	15772	-2336	-802	-441	272
19889011	-1328	16248	-495	-208	-620	888	1732	16156	-2188	-171	-508	937
19901011	92	16372	-595	344	-435	1135	1348	16056	-2108	318	-505	1135
19913011	-424	16044	-867	600	-438	1140	1292	15772	-1920	605	-311	1203
19925011	-320	15400	-1039	823	332	1173	1264	15380	-1844	975	169	1393
19937011	-1468	15676	-1267	1216	-380	1751	1192	15600	-2152	1162	-603	1815
19949011	-1716	15844	-1483	1402	-807	2248	968	15704	-2232	1307	-1060	2346
19961011	-1556	15732	-2099	1408	-1725	2806	980	15632	-2256	1256	-1975	2904
19973011	-1820	16244	-2235	1368	-1626	3444	1420	16256	-2320	1288	-1522	3474
19985011	-956	16436	-2019	1335	-762	3931	1152	16416	-2416	1352	-934	3810
19997011	496	16472	-1595	1533	-1154	3931	1600	16352	-2668	1530	-1217	3780
20009011	1548	16676	-2075	1753	-1445	3726	2148	16248	-2764	1652	-1609	3455
20021011	2268	16488	-2679	1627	-1093	3017	2364	16096	-2464	1639	-1039	2991
20033011	1740	15948	-2607	1563	-718	2610	1752	15564	-2716	1563	-1092	2605
20045011	744	16652	-2427	1657	-1133	2275	1864	16476	-2764	1563	-1275	2371
20057011	160	17008	-2395	1651	-955	2319	1456	16748	-3020	1577	-1169	2294
20069011	272	16932	-2703	1680	-812	2386	1560	16708	-2904	1615	-895	2216
20081011	1612	16960	-2431	1668	-407	2151	2168	16392	-2772	1635	-485	1948
20093011	2864	15848	-2727	1764	-851	1476	2504	15516	-3332	1721	-1035	1386
20105011	1992	16100	-2931	1584	-767	849	2540	15608	-3120	1600	-914	974
20117011	544	16552	-2671	1578	-645	818	2472	16336	-2920	1563	-794	988
20129011	-312	16780	-2795	1629	-488	1281	2188	16624	-3256	1557	-785	1352
20141011	-80	16680	-3031	1598	-798	1639	1840	16256	-2972	1518	-959	1628
20153011	2484	16072	-4127	1208	-553	1461	2200	15508	-3412	1155	-819	1363
20165011	9328	16868	-3975	805	-1451	-972	4236	15952	-3512	732	-1284	-534
20177011	7980	17916	-3087	571	48	-2855	4408	16764	-3576	537	-95	-3158
20189011	1792	16984	-2323	886	6	-3821	2924	16464	-3528	788	-249	-4001
20201011	-1636	15532	-2747	1101	-405	-3511	1828	15372	-3116	996	-490	-3067
20213011	-2276	14844	-3131	1002	108	-2469	1640	14740	-3332	1041	-102	-1887
20225011	-1708	14820	-1379	1385	585	-1248	2036	14704	-3084	1412	318	-597
20237011	952	14756	-103	2069	2271	-1104	2392	14352	-2856	2484	1402	35
20249011	1968	16604	-4243	2237	1556	-1007	2604	16400	-4288	2666	945	-494
20261011	-288	17248	-6675	1693	1214	-476	1932	17052	-4772	1653	809	-782
20273011	-856	17444	-6651	776	135	-212	1784	17356	-4876	609	193	-156
20285011	816	17080	-5415	6	93	32	1972	16564	-4308	-22	248	-268
20297011	836	16056	-3659	-223	-198	-33	1984	15776	-3808	-365	-308	-537
20309011	512	16176	-3307	-154	-1119	-90	2168	15732	-3580	-379	-942	-275
20321011	1176	16384	-2623	9	-1184	-145	2540	16056	-3628	-110	-909	-77
20333011	708	16820	-3207	124	-872	97	2728	16488	-3504	93	-717	18
20345011	512	16660	-1243	759	-1505	69	2420	16576	-3228	399	-1393	180
20357011	960	16656	-4079	615	-750	285	1052	16212	-4040	456	-927	31
20369011	188	16328	-4567	489	-2375	-109	1632	16036	-3600	186	-2125	-111
20381011	592	15348	-3763	141	-1001	-127	1840	14792	-3896	-110	-901	3
20393011	480	15408	-2463	202	-564	143	1908	15172	-3428	117	-528	145
20405011	-20	15616	-1199	674	-234	353	2096	15328	-3228	678	-291	324
20417011	180	16064	-1747	1148	-242	364	1668	15736	-3344	1254	-462	380
20429011	-840	15920	-4075	1243	-678	771	1460	15756	-3952	1252	-918	597
20441011	-1856	16324	-6675	428	-537	1368	1268	16208	-4088	303	-588	1397
20453011	-876	16772	53	570	-310	1873	1256	16800	-3484	-426	-753	1930
20465011	4820	16340	4037	2182	-791	431	2792	15644	-1384	2819	-1131	889
20477011	3440	17064	-4143	3076	-1784	-79	2768	16688	-4404	2672	-1898	-214
20489011	2532	18444	-3683	2777	-1915	-743	2556	18048	-4060	2475	-2037	-843
20501011	3164	18616	-3163	2963	-2617	-1550	2688	18164	-4056	2578	-2879	-1833
20513011	3180	18064	-3207	3121	-2814	-2343	2856	17600	-4140	2781	-3207	-2654
20525011	3260	17456	-3035	3501	-4239	-3111	2876	16972	-4356	3001	-4301	-3453
20537011	888	15720	-1935	3758	-2514	-3238	2256	15284	-3340	3587	-2411	-3719
20549011	800	15352	-2131	4137	-1517	-3124	2524	15040	-3436	4215	-1675	-3651
20561011	356	15484	-2875	4225	-2030	-2418	3028	14712	-2588	4576	-2634	-3550
20573011	-296	15332	-6415	4888	-4832	-1824	1808	15252	-6228	4241	-5145	-3920
20585011	-312	16220	-4491	4387	-4864	-534	1856	16216	-4404	4034	-5272	-4367
20597011	-864	16172	-5703	4028	-5768	485	744	16084	-4828	3824	-6388	-4679
20609011	-1708	16280	-5231	3741	-6275	-246	-220	16404	-5320	3444	-6738	-3223
20621011	-952	16532	-4963	3810	-5055	-1559	652	16328	-5260	3252	-5586	-1781
20633011	-80	15544	-6067	3503	-3081	-1347	1276	15240	-6080	3169	-3370	-1716
20645011	-684	15376	-6103	3294	-2397	-902	520	15312	-6232	2957	-2728	-1565
20657011	-24	15516	-5847	3020	-2260	-675	748	15416	-5708	2836	-2170	-1653
20669011	-544	16208	-5911	2570	-1051	-215	116	15944	-6688	2854	-902	-2202
20681011	404	15644	-6007	2813	-3257	421	800	15452	-6028	2448	-3237	-3099
20693011	1016	14996	-4775	2657	-2075	1210	668	14692	-4956	2417	-1687	-4386
20705011	884	14064	-4515	2304	-257	1962	48	13956	-4744	2626	219	-6036
20717011	444	14356	-5255	1966	-209	2784	-372	14660	-4704	2517	137	-7743
20729011	984	16416	-6443	1370	-1771	3617	-24	16660	-4968	1914	-1516	-9501
20741011	1736	16236	-6495	636	-4244	4774	620	16568	-5032	1218	-4210	-11503
20753011	2236	15496	-6163	-107	-4835	6615	636	16048	-5828	699	-4563	-14047
20765011	1928	14452	-5687	-589	-5583	8401	320	15040	-5424	454	-5443	-16080
20777011	2000	13876	-5175	-992	-4986	9495	44	14620	-4800	326	-4747	-17090
20789011	1360	14204	-5715	-1630	-2911	10538	-788	15256	-5452	-12	-2619	-17842
20801011	1524	15280	-6751	-1939	-599	12039	-1052	17020	-4924	-1134	-7	-18969
20813011	1512	15844	-6931	-2877	1968	14253	-2564	17752	-6692	-2000	1324	-20803
20825011	952	15340	-7383	-3258	437	15777	-4416	16060	-6496	-2678	-749	-21895
20837011	120	15796	-6871	-3977	-760	15079	-5372	14480	-6764	-2672	-2419	-20681
20849011	-720	15368	-7611	-4647	-1955	13067	-5908	12792	-6652	-2920	-3892	-17887
20861011	-984	15416	-7911	-5689	-2670	11321	-6412	12500	-6200	-3606	-5155	-15058
20873011	-460	15296	-7575	-7073	-2851	10248	-6292	12724	-4544	-4832	-6158	-12714
20885011	368	14956	-6627	-8427	-2465	9695	-7012	12736	-4284	-6082	-6743	-11452
20897011	680	14312	-5471	-9762	-3152	9893	-6804	12824	-3260	-6865	-8663	-11066
20909011	1804	14500	-3995	-11079	-2927	10598	-6124	14064	-2600	-7447	-9277	-10517
20921011	2960	15276	-4787	-11672	-1107	12253	-6324	15956	-3476	-8549	-8246	-10684
20933011	3932	16384	-3779	-11830	1966	14350	-6796	17432	-2592	-10303	-5373	-11046
20945011	3048	16548	-5083	-11483	5631	16503	-7936	16352	-5364	-12016	-3139	-11185
20957011	1960	16356	-5751	-11131	7777	18039	-10008	14460	-5932	-13140	-1907	-10946
20969011	1312	17048	-5815	-10916	9411	18470	-11140	12828	-4944	-14526	-1475	-10264
20981011	1588	17864	-4807	-11744	10647	17828	-10692	12320	-3428	-16067	-2081	-8291
20993011	3748	18004	-2927	-12840	10993	16609	-10232	13864	-1164	-16880	-3111	-5609
21005011	5908	15968	-1475	-12879	12987	16310	-9296	15172	-2124	-18429	-2353	-4794
21017011	6812	13924	365	-12614	12586	16882	-8588	15264	-2376	-17712	-3186	-5308
21029011	10200	12224	-543	-13201	12231	17530	-9100	14896	-1052	-16096	-4953	-5999
21041011	5204	14068	505	-14093	9963	18033	-8760	12036	-604	-15582	-6857	-4720
21053011	4896	14004	-399	-14664	9965	18439	-8792	12300	-400	-15903	-7954	-3509
21065011	5700	14132	-479	-14991	10970	19402	-9872	13428	76	-16857	-8373	-2632
21077011	7272	13588	393	-14700	13010	20362	-9788	13844	528	-18559	-7721	-1954
21089011	8124	12712	1609	-14102	15504	20808	-9964	13140	1708	-20506	-6982	-1791
21101011	9192	12424	3257	-13511	17442	20641	-9860	14156	2124	-21767	-6438	-1726
21113011	10068	12660	3877	-13510	17912	21239	-8884	16044	3724	-22016	-7361	-1370
21125011	10008	12612	4121	-14067	17113	22182	-9888	14428	1240	-20839	-8635	-698
21137011	9848	11980	4153	-14013	16364	22075	-9932	11984	1836	-20083	-9068	169
21149011	11048	11372	6049	-12321	17330	20425	-8904	10852	2852	-20611	-7415	994
21161011	11016	9468	6757	-9250	19685	18236	-8068	11088	4024	-22399	-4533	1749
21173011	10680	8728	7373	-6781	21654	17433	-8976	12732	5920	-23767	-2983	1189
21185011	10416	10024	7937	-6253	22565	17551	-9972	12332	6532	-24238	-3453	665
21197011	11072	10864	9093	-6815	21837	16887	-10244	12044	7480	-23421	-4779	666
21209011	11080	10952	9949	-7658	20571	15924	-9304	11780	7776	-21798	-6273	1603
21221011	11252	11876	9265	-8800	19111	15003	-8856	10896	7684	-20284	-7942	3912
21233011	9904	11556	8381	-9190	18172	13657	-8408	8800	6528	-19623	-8334	6857
21245011	9528	11088	8501	-8075	18043	11952	-8368	8172	6508	-19874	-7206	9446
21257011	9584	11012	8345	-6632	18868	10173	-9204	9044	7300	-20621	-5928	11709
21269011	10140	9456	9761	-5054	19744	9253	-8472	10900	7868	-21504	-4228	12556
21281011	10644	7652	12193	-2590	20236	8972	-7132	11452	8512	-21993	-1437	12843
21293011	10160	7508	13197	-583	19886	8462	-6872	10132	10184	-21498	398	13146
21305011	9624	8268	13629	85	19347	7208	-6968	8848	10824	-20169	881	13761
21317011	9604	8944	13597	220	17837	5294	-7252	8932	10864	-18324	850	14821
21329011	8892	8264	13241	-106	16297	4098	-6764	9356	11704	-16672	442	15633
21341011	8792	8020	13261	-456	15185	3547	-6712	10168	11824	-15424	206	16229
21353011	8756	5960	13377	-734	14632	4221	-5996	12036	12420	-14477	387	15670
21365011	9324	4952	14845	-389	14128	6122	-4856	12068	13048	-13887	1536	14365
21377011	8712	5368	14581	-23	13526	6944	-4764	10736	12728	-12984	1954	13676
21389011	8664	5828	14353	251	12593	7093	-4620	9632	11992	-11971	2308	13360
21401011	8544	5876	14497	1073	11592	6580	-3468	9044	11820	-11224	3234	13863
21413011	8280	5812	14937	2102	10268	5757	-3192	8536	11928	-10060	4097	14897
21425011	7076	5760	14697	2180	8558	5051	-3356	7676	12356	-8195	3939	15865
21437011	6936	5748	14301	1311	6756	4235	-3756	7284	13160	-6264	2631	16651
21449011	7528	5712	14501	680	5178	2967	-3736	7500	12976	-4767	1732	17010
21461011	8188	5672	15089	696	3906	1506	-3592	8708	13308	-3521	1559	17108
21473011	9112	5508	15117	808	3150	677	-2280	10292	14196	-2723	1412	17283
21485011	8792	4976	14853	830	2642	521	-2152	10536	13748	-2104	1357	17368
21497011	7604	4644	14209	827	2140	810	-2708	9604	12924	-1650	1460	16707
21509011	7136	4328	13953	1309	1908	795	-2804	8244	12720	-1367	1846	15767
21521011	6784	4620	14077	1904	1455	288	-2948	7780	12656	-791	2286	14852
21533011	7168	4804	14577	2441	1136	-364	-1828	8236	12744	-104	2485	14638
21545011	7340	5424	14333	2891	662	-913	-1452	8600	12588	681	2653	14939
21557011	7652	5332	14445	3511	496	-1430	-1252	9056	12716	1223	3161	15331
21569011	7624	5452	14193	4381	614	-1808	-1432	9096	12444	1627	4043	15481
21581011	7752	5920	13977	5241	608	-2251	-2156	9540	12376	1971	4677	15129
21593011	8208	5700	14841	5633	302	-2703	-2580	10144	13272	2580	4817	14052
21605011	8340	5824	15057	5571	-750	-2895	-2416	10688	14052	3688	4154	12467
21617011	8436	6264	15365	5038	-2363	-2882	-2188	11196	14376	5012	2588	11076
21629011	8008	6760	14569	3977	-4309	-2568	-1840	11352	14132	6331	409	10014
21641011	8232	7208	13513	3031	-5826	-2255	-984	11076	13804	7160	-1158	9383
21653011	8052	7268	12301	3150	-5599	-2077	-460	11244	11816	6781	-1018	9482
21665011	7892	7584	11545	3949	-4139	-1753	-436	11388	11176	5700	586	9850
21677011	7916	7540	11545	4945	-2358	-1562	-1132	11224	11156	4661	2369	9795
21689011	8016	7316	12449	5495	-1327	-1557	-900	10832	12092	4203	3098	9543
21701011	8280	7336	13377	5253	-1929	-1742	-776	11344	12644	4783	2290	9035
21713011	8792	7432	13737	4578	-3360	-1787	-484	11764	12860	5850	716	8133
21725011	8908	7652	13169	4149	-4749	-1733	-112	12276	12476	6653	-514	7275
21737011	8996	8108	12869	3944	-5505	-1336	-80	12704	11964	7020	-1158	6510
21749011	9092	8304	12345	4145	-5299	-955	-136	12816	11412	7031	-781	5854
21761011	8720	8488	11349	4604	-4699	-479	168	12732	11020	6695	23	5480
21773011	8432	8784	11173	5014	-3736	-102	468	12276	10816	6204	840	5595
21785011	8128	8740	11401	5231	-3455	-302	716	11616	10688	6103	1147	6362
21797011	8488	8488	12225	5385	-3800	-773	636	11588	11272	6423	881	6973
21809011	8448	8052	13593	5669	-4448	-1368	448	11240	11344	7303	405	7174
21821011	9024	8180	13801	5985	-5858	-1941	-76	12300	11412	8738	-583	6473
21833011	9520	8768	13957	6133	-7375	-2287	-12	13104	11756	10089	-1833	5342
21845011	9640	9240	12873	6397	-8415	-2613	60	13488	10796	11026	-2609	4226
21857011	9272	9628	11009	6652	-8975	-2777	624	13444	10060	11382	-2913	3652
21869011	8472	9632	9557	6688	-9236	-2770	1240	13016	9228	11393	-3133	3827
21881011	8356	9728	8621	6435	-9464	-2653	1972	13080	8844	11142	-3498	4588
21893011	8856	10060	8081	6167	-9365	-2560	2052	13688	8540	10701	-3594	5511
21905011	9356	10060	8177	6358	-7972	-2494	1704	13724	8208	9801	-2358	5993
21917011	9308	9920	7893	6736	-6336	-2463	880	13752	8060	9027	-1034	5652
21929011	9312	9740	8493	6726	-5861	-2317	1144	13620	8476	8703	-949	4659
21941011	9332	9384	8913	6160	-6759	-1976	1404	13448	8892	8958	-2284	3496
21953011	9808	9840	9193	5780	-7969	-1951	1144	13472	8404	9419	-3587	2366
21965011	9896	9840	9153	6008	-8001	-2421	2308	13460	7856	9649	-3432	1943
21977011	9640	9784	8337	6373	-7700	-2562	2824	13480	7452	9786	-3066	2034
21989011	9312	10140	7257	6375	-7614	-2461	2952	13728	7060	9665	-3058	2437
22001011	9344	10336	6617	6240	-7682	-2343	2968	13852	6704	9425	-3229	2937
22013011	9484	10364	6685	5989	-7767	-2247	2748	14020	6592	9129	-3546	3173
22025011	10048	10380	6677	5799	-7785	-1930	2616	14420	6360	8955	-3682	2662
22037011	10140	10232	6973	5914	-7220	-1630	2404	14156	6732	8703	-3226	1764
22049011	9876	10240	7425	6162	-6645	-1744	2356	13656	6244	8703	-2772	1124
22061011	9872	10508	7097	6198	-6895	-2015	2500	13908	6400	8955	-3051	704
22073011	10148	10820	6977	6185	-7217	-2163	3088	14500	6072	9230	-3352	448
22085011	10488	11388	6397	6386	-7059	-2073	3732	15240	5760	9238	-3124	647
22097011	10528	11864	5849	6412	-6991	-1771	3448	15676	5268	9222	-3097	601
22109011	10288	11816	5689	6355	-7343	-1444	3272	15512	5272	9259	-3458	487
22121011	10204	11932	5189	6023	-7854	-1148	3104	15324	4980	9290	-4125	391
22133011	9900	11948	4877	5897	-7689	-1154	3188	15080	4736	9091	-4010	701
22145011	9872	12060	4369	5908	-7272	-1242	2644	15172	4004	8810	-3633	912
22157011	9924	12392	4121	5811	-6849	-1392	2940	15556	4252	8477	-3335	1102
22169011	9964	12608	3749	5492	-6902	-1423	2800	15536	3868	8133	-3676	1274
22181011	10008	12552	3793	5232	-6877	-1736	2860	15508	3656	7913	-3794	1582
22193011	10116	12392	3709	5147	-6639	-1974	3340	15312	3252	7700	-3609	1957
22205011	10356	12360	3229	5193	-6261	-2082	3112	15764	3304	7498	-3330	2245
22217011	10460	12720	3089	4995	-6482	-1943	3712	16200	2836	7400	-3681	2474
22229011	10628	13128	3601	4898	-6942	-1916	3616	16268	2800	7504	-4168	2644
22241011	10528	13024	3917	4994	-7311	-2179	3540	15956	2920	7690	-4517	2774
22253011	10144	12816	3873	5098	-8010	-2473	3380	15604	2748	7973	-5189	2966
22265011	10116	12992	3777	5322	-8441	-3148	3120	15260	2480	8388	-5534	3305
22277011	9892	12412	3277	5584	-8370	-3964	3408	14864	2244	8644	-5483	3551
22289011	10348	12812	2137	5831	-7365	-4344	3840	15784	1472	8397	-4400	3561
22301011	10452	13164	1605	6020	-6325	-4394	4204	16184	1348	8003	-3530	3285
22313011	10336	12884	1741	5989	-5910	-4023	4424	16084	1500	7780	-3373	2805
22325011	9976	12664	1321	5796	-5898	-3368	4464	15780	1156	7674	-3605	2303
22337011	9636	13172	677	5515	-6046	-2843	4428	15892	628	7485	-3840	2183
22349011	9764	13872	445	5299	-6407	-2644	4344	16208	84	7266	-4255	2476
22361011	9660	13784	657	5287	-6489	-2974	4168	15852	120	7218	-4346	2963
22373011	9592	13896	697	5372	-6545	-3449	4440	15884	96	7235	-4408	3492
22385011	10012	13660	621	5462	-5991	-3850	4716	15908	-296	7126	-3806	3854
22397011	10096	13556	269	5684	-5163	-4129	4424	15940	-204	6928	-3140	3771
22409011	10352	13932	537	5587	-5368	-4236	4376	16172	-40	6876	-3770	3089
22421011	10300	13616	381	5250	-6590	-4027	4796	16080	-120	7004	-5280	2060
22433011	10016	13480	25	5039	-8052	-3729	5116	15772	-580	7216	-6702	1208
22445011	9968	13684	-275	4958	-8563	-3711	5032	15580	-1164	7191	-7050	808
22457011	9108	13720	-1143	5022	-7903	-3940	4764	15428	-1444	6945	-6344	829
22469011	8496	13952	-2139	4798	-7671	-4462	4324	15240	-1720	6529	-6254	1438
22481011	8536	14476	-2731	4319	-8002	-5352	3932	15236	-2412	5940	-6781	2393
22493011	8624	14676	-3323	4146	-6291	-6512	4016	15744	-2956	5091	-5302	3120
22505011	8972	14152	-2027	3787	-7619	-7098	4108	15556	-1784	4765	-6881	2870
22517011	10284	14684	-715	3512	-8259	-7913	4780	15972	-1644	4696	-7555	2469
22529011	9792	14096	-267	3816	-8608	-8914	4796	15180	-1992	5106	-7924	1836
22541011	9312	14124	-419	4111	-10795	-9588	5184	15408	-1832	5764	-10271	1194
22553011	8512	13692	-1563	4167	-12703	-9793	5296	14596	-2744	6065	-12113	528
22565011	8372	13576	-2579	4395	-10601	-9237	5772	15008	-3292	5687	-9331	-570
22577011	8596	14556	-3507	4475	-7408	-8287	5644	15740	-3872	5157	-6477	-2002
22589011	9004	15176	-3195	4313	-6730	-7649	5840	16228	-3580	4852	-6227	-3018
22601011	8148	15264	-3447	4144	-6886	-7447	5280	15832	-4156	4759	-6446	-3743
22613011	6476	14072	-4467	3912	-7001	-7303	4760	14336	-3800	4369	-6600	-3592
22625011	5632	14008	-4491	3540	-7482	-7657	3408	14276	-4012	3845	-7108	-3038
22637011	5520	14492	-4159	3168	-7341	-8904	3072	14800	-4104	3457	-7135	-2261
22649011	5724	15096	-4379	2923	-7083	-10385	3248	15260	-4188	3162	-6744	-1732
22661011	6376	15480	-3511	2821	-6276	-11322	4400	15776	-4048	2968	-6054	-1592
22673011	6424	15640	-4607	2582	-4899	-10903	5416	16396	-4904	2798	-4944	-2487
22685011	6728	16148	-4971	2519	-4096	-9415	4936	16900	-5352	2336	-3977	-4432
22697011	6596	16712	-4447	2515	-3403	-8150	4576	16904	-5516	2472	-3405	-6372
22709011	5400	15748	-5091	2436	-3237	-7622	4044	15844	-5232	2304	-3224	-7158
